Extruder temperature zone 1,Extruder temperature zone 2,Extruder temperature zone 3,Extruder pressure,Chiller temperature,Streighthening temperature,Rolling velocity,Extruder signal zone 1,Extruder signal zone 2,Extruder signal zone 3,Extruder signal pressure,Chiller signal,Streighthening signal,Rolling signal,Defect
184.5,190.8,211.8,73.3,25.9,54.8,3.2,1,0,1,0,0,1,1,1
187.1,207.4,208.9,9.8,49.5,13.2,2.0,1,0,0,1,0,1,0,1
186.3,185.5,191.2,113.6,51.8,26.5,1.2,1,1,0,1,1,0,0,1
200.8,185.0,180.1,84.4,32.1,51.7,0.1,0,1,1,0,0,1,0,0
193.9,182.3,189.1,98.3,9.1,67.5,3.9,0,1,1,0,1,1,1,1
212.5,216.3,209.0,6.3,9.1,27.7,0.2,1,1,0,1,1,0,0,1
191.4,186.6,218.8,84.6,57.8,52.8,2.1,0,1,1,0,1,1,1,0
205.8,214.3,180.6,42.0,8.1,42.3,2.2,0,1,1,0,1,0,1,0
191.6,209.6,216.6,4.5,40.2,45.2,1.1,0,0,1,1,0,0,0,1
204.3,219.5,183.4,47.9,64.3,24.4,2.0,0,1,1,0,1,0,0,0
219.9,194.1,196.3,76.3,15.8,21.6,3.2,1,0,0,0,1,0,1,1
193.2,196.3,180.6,104.4,32.3,60.1,3.5,0,0,1,1,0,1,1,0
211.4,183.0,191.3,43.3,10.4,68.7,3.4,1,1,0,0,1,1,1,0
201.1,204.6,192.9,13.3,41.2,54.4,4.1,0,0,0,0,0,1,1,1
206.8,210.5,209.8,26.2,13.6,67.4,0.2,0,1,0,0,1,1,0,1
183.5,187.2,185.9,8.4,48.6,63.8,1.0,1,1,1,1,0,1,0,1
196.6,199.4,187.5,91.2,10.0,46.1,3.4,0,0,1,0,1,0,1,0
216.7,219.0,190.9,98.3,40.4,13.8,2.4,1,1,0,0,0,1,1,0
210.3,182.0,189.4,55.7,55.0,23.5,3.1,1,1,1,0,1,0,1,0
187.4,194.3,208.4,119.2,40.2,19.3,1.4,1,0,0,1,0,1,0,1
187.1,205.8,184.1,85.7,66.8,28.9,1.5,1,0,1,0,1,0,0,0
219.9,182.9,184.9,13.9,46.2,60.5,2.2,1,1,1,0,0,1,1,1
201.2,187.5,207.3,48.2,6.7,33.8,1.8,0,1,0,0,1,0,0,1
195.7,205.2,188.9,107.6,68.9,40.0,4.4,0,0,1,1,1,0,1,0
180.1,200.9,193.7,34.9,37.7,61.8,4.4,1,0,0,0,0,1,1,0
185.3,219.2,213.6,73.1,36.4,57.9,4.3,1,1,1,0,0,1,1,1
196.1,194.8,214.1,101.0,29.1,38.6,1.5,0,0,1,1,0,0,0,0
202.1,186.4,208.9,112.6,28.9,10.6,2.5,0,1,0,1,0,1,1,0
219.4,180.8,205.1,78.1,65.8,67.1,1.5,1,1,0,0,1,1,0,0
217.7,186.4,214.0,115.8,27.7,16.6,3.2,1,1,1,1,0,1,1,1
186.9,183.4,200.5,111.0,11.2,63.8,0.1,1,1,0,1,1,1,0,0
203.1,188.9,193.6,21.7,8.7,40.6,3.5,0,1,0,0,1,0,1,1
212.0,213.0,186.8,47.1,61.0,16.1,3.7,1,1,1,0,1,1,1,1
204.4,182.0,219.2,71.5,46.7,17.1,4.0,0,1,1,0,0,1,1,1
208.9,212.4,210.2,103.3,28.9,14.9,4.6,0,1,1,1,0,1,1,1
188.9,191.2,196.3,17.7,44.3,56.8,4.6,1,0,0,0,0,1,1,1
203.7,186.9,198.7,98.6,37.7,59.1,3.8,0,1,0,0,0,1,1,0
195.6,194.7,207.1,30.4,16.9,45.2,5.0,0,0,0,0,1,0,1,0
214.3,205.4,181.4,65.8,24.9,16.2,0.4,1,0,1,0,0,1,0,1
207.7,216.1,217.1,3.2,37.1,57.9,1.0,0,1,1,1,0,1,0,0
206.6,211.0,199.2,75.5,23.9,22.2,3.4,0,1,0,0,0,0,1,1
196.7,199.7,215.6,58.9,7.0,44.4,4.3,0,0,1,0,1,0,1,1
212.4,184.2,188.3,29.9,52.3,15.8,3.5,1,1,1,0,1,1,1,0
192.1,213.4,206.7,50.6,6.8,20.2,3.1,0,1,0,0,1,0,1,0
205.0,183.6,200.0,21.1,58.7,40.4,3.7,0,1,0,0,1,0,1,1
187.0,197.4,218.8,84.3,41.0,59.1,0.7,1,0,1,0,0,1,0,1
188.9,185.4,193.1,69.2,37.6,50.4,4.5,1,1,0,0,0,1,1,1
181.5,219.2,208.3,94.3,55.2,45.4,2.2,1,1,0,0,1,0,1,1
184.3,212.0,188.6,81.9,20.0,50.4,1.1,1,1,1,0,0,1,0,1
219.1,180.9,195.5,21.7,60.4,11.4,2.1,1,1,0,0,1,1,1,0
189.9,199.3,203.6,107.1,62.7,64.3,2.6,1,0,0,1,1,1,1,1
200.0,200.4,194.7,99.7,63.2,13.5,1.7,0,0,0,0,1,1,0,1
192.1,209.4,188.0,15.1,12.1,67.0,4.6,0,0,1,0,1,1,1,1
184.9,180.6,203.6,45.1,12.5,17.0,4.0,1,1,0,0,1,1,1,0
212.1,207.2,197.4,103.3,49.9,39.9,3.5,1,0,0,1,0,0,1,1
198.6,206.2,217.0,111.2,65.6,42.6,4.6,0,0,1,1,1,0,1,1
214.2,198.6,188.4,108.7,61.0,11.9,2.3,1,0,1,1,1,1,1,1
197.6,190.8,198.2,51.0,10.6,27.7,2.2,0,0,0,0,1,0,1,1
206.1,203.8,214.6,25.7,32.3,23.6,1.1,0,0,1,0,0,0,0,0
192.8,206.5,213.2,1.6,40.4,31.3,1.5,0,0,1,1,0,0,0,1
214.3,185.2,185.9,41.2,53.9,46.6,3.2,1,1,1,0,1,0,1,0
205.0,198.4,210.4,6.9,52.6,65.8,2.7,0,0,1,1,1,1,1,0
190.8,202.5,204.4,104.8,28.3,47.7,2.1,0,0,0,1,0,0,1,1
213.3,207.5,202.1,27.6,62.2,21.3,4.7,1,0,0,0,1,0,1,1
219.5,204.9,213.6,8.3,69.0,44.1,0.6,1,0,1,1,1,0,0,1
212.6,209.7,184.5,72.6,31.9,49.1,0.1,1,0,1,0,0,0,0,1
209.1,211.0,219.0,30.2,35.8,63.3,4.9,0,1,1,0,0,1,1,1
204.0,191.5,202.9,113.0,40.8,61.8,2.3,0,0,0,1,0,1,1,0
219.0,188.5,189.1,59.9,56.9,50.8,4.1,1,1,1,0,1,1,1,0
202.9,216.7,207.7,109.1,42.9,68.0,0.3,0,1,0,1,0,1,0,1
206.6,206.7,185.9,40.7,67.7,26.9,4.8,0,0,1,0,1,0,1,1
193.9,195.4,216.0,26.1,30.8,30.7,4.6,0,0,1,0,0,0,1,0
202.8,188.4,183.9,106.0,25.0,37.6,0.9,0,1,1,1,0,0,0,1
213.3,187.4,193.0,18.5,33.4,46.2,2.9,1,1,0,0,0,0,1,1
216.7,192.5,191.7,89.9,19.3,58.6,2.8,1,0,0,0,1,1,1,1
213.8,194.3,199.0,55.6,27.1,23.7,4.0,1,0,0,0,0,0,1,0
191.9,211.3,207.4,35.0,49.1,10.4,1.7,0,1,0,0,0,1,0,1
198.0,216.5,187.5,27.0,19.6,48.4,4.4,0,1,1,0,1,0,1,1
196.7,208.5,183.1,9.1,22.0,20.3,1.6,0,0,1,1,0,0,0,0
186.7,191.7,185.0,42.1,28.6,44.8,2.1,1,0,1,0,0,0,1,0
194.6,188.2,197.6,39.8,53.3,45.8,1.4,0,1,0,0,1,0,0,1
218.4,203.0,196.1,80.1,12.0,49.8,2.9,1,0,0,0,1,0,1,1
213.4,203.4,209.5,113.0,11.9,21.9,2.5,1,0,0,1,1,0,1,0
191.7,217.2,192.9,75.5,10.8,15.0,1.3,0,1,0,0,1,1,0,0
193.4,203.5,186.5,114.4,11.7,45.7,2.1,0,0,1,1,1,0,1,1
190.0,206.5,204.2,16.8,38.9,33.7,2.6,0,0,0,0,0,0,1,1
203.4,197.5,184.9,19.1,57.8,52.0,0.4,0,0,1,0,1,1,0,0
187.0,216.3,216.0,71.6,42.9,39.0,4.5,1,1,1,0,0,0,1,0
180.5,188.6,219.7,16.0,48.1,56.3,3.2,1,1,1,0,0,1,1,0
205.8,211.2,219.7,66.9,36.2,22.9,4.1,0,1,1,0,0,0,1,0
208.1,198.5,180.6,29.0,30.4,34.4,1.0,0,0,1,0,0,0,0,0
210.0,198.1,184.4,16.4,31.6,62.8,1.0,0,0,1,0,0,1,0,0
216.6,215.1,183.0,34.7,48.8,33.9,3.4,1,1,1,0,0,0,1,1
186.7,181.5,192.7,14.6,19.8,30.2,3.4,1,1,0,0,1,0,1,0
180.9,212.0,205.7,25.4,62.8,25.3,3.1,1,1,0,0,1,0,1,1
206.4,185.6,210.2,52.1,23.0,29.5,4.9,0,1,1,0,0,0,1,0
187.5,218.5,211.9,36.3,68.6,34.7,0.5,1,1,1,0,1,0,0,0
189.2,209.8,189.7,86.7,23.5,36.9,1.6,1,0,1,0,0,0,0,0
192.9,216.9,182.1,61.9,32.0,26.2,3.4,0,1,1,0,0,0,1,1
209.1,206.3,188.2,87.2,41.2,14.3,4.4,0,0,1,0,0,1,1,1
196.7,185.0,211.2,30.5,63.2,69.8,4.6,0,1,1,0,1,1,1,1
192.2,200.9,193.6,102.7,65.3,39.5,2.1,0,0,0,1,1,0,1,1
219.2,205.4,198.3,19.1,24.8,11.3,2.1,1,0,0,0,0,1,1,1
213.0,192.4,217.7,80.9,58.1,41.7,2.7,1,0,1,0,1,0,1,0
199.7,188.1,208.8,26.8,16.7,35.1,4.3,0,1,0,0,1,0,1,1
212.2,204.3,216.5,110.9,21.3,46.5,4.8,1,0,1,1,0,0,1,1
215.9,214.8,202.6,97.5,64.1,54.0,2.3,1,1,0,0,1,1,1,1
180.8,202.6,215.9,92.9,23.7,23.3,0.5,1,0,1,0,0,0,0,0
213.1,193.0,210.0,24.9,55.1,25.9,0.4,1,0,0,0,1,0,0,1
206.3,194.5,182.5,2.2,25.1,53.8,0.9,0,0,1,1,0,1,0,0
214.0,202.4,201.6,16.0,68.1,28.7,4.3,1,0,0,0,1,0,1,1
207.4,182.3,185.1,83.5,61.9,48.4,1.5,0,1,1,0,1,0,0,0
208.8,195.5,198.0,76.7,60.6,29.4,1.4,0,0,0,0,1,0,0,1
196.1,201.8,219.8,6.6,61.5,34.6,3.2,0,0,1,1,1,0,1,0
194.2,209.6,200.3,109.3,29.0,61.6,1.3,0,0,0,1,0,1,0,0
191.0,203.3,199.2,35.3,36.9,59.9,3.5,0,0,0,0,0,1,1,0
191.6,216.8,200.2,69.0,43.4,47.0,1.5,0,1,0,0,0,0,0,1
192.3,197.0,182.5,119.4,24.7,37.3,2.1,0,0,1,1,0,0,1,0
203.1,198.4,207.4,1.5,7.2,28.6,2.2,0,0,0,1,1,0,1,1
200.5,219.6,207.9,92.6,26.0,44.9,2.4,0,1,0,0,0,0,1,1
216.5,215.3,183.8,54.7,67.9,49.7,2.3,1,1,1,0,1,0,1,0
192.0,206.0,205.0,19.2,12.0,15.6,1.8,0,0,0,0,1,1,0,1
193.2,207.2,190.4,88.7,38.0,19.6,2.2,0,0,0,0,0,1,1,1
189.6,208.9,198.5,66.6,27.5,60.4,2.1,1,0,0,0,0,1,1,1
194.3,195.7,183.6,14.5,11.8,15.0,2.0,0,0,1,0,1,1,0,1
184.7,205.3,185.4,115.5,9.8,21.1,1.7,1,0,1,1,1,0,0,1
215.1,213.1,204.0,103.9,9.3,65.4,1.4,1,1,0,1,1,1,0,1
202.5,212.2,215.1,62.4,30.6,50.2,1.1,0,1,1,0,0,1,0,0
181.0,187.7,188.0,15.2,29.6,69.9,1.7,1,1,1,0,0,1,0,1
212.9,206.0,197.8,117.8,50.7,28.1,0.2,1,0,0,1,1,0,0,1
181.3,182.8,212.9,99.7,37.1,30.3,3.1,1,1,1,0,0,0,1,0
183.9,210.6,219.6,93.8,39.8,24.1,2.7,1,1,1,0,0,0,1,1
195.0,204.8,190.2,95.7,18.6,25.2,2.2,0,0,0,0,1,0,1,0
200.8,212.3,215.3,69.6,22.4,41.3,3.1,0,1,1,0,0,0,1,1
184.2,201.6,197.0,103.0,42.4,11.3,1.1,1,0,0,1,0,1,0,0
205.0,207.5,203.4,94.2,40.7,29.8,2.2,0,0,0,0,0,0,1,0
215.3,199.0,200.0,76.7,44.5,54.6,4.4,1,0,0,0,0,1,1,1
217.7,212.1,200.7,114.7,45.9,41.9,1.3,1,1,0,1,0,0,0,1
219.5,207.5,197.3,26.0,19.7,37.9,3.3,1,0,0,0,1,0,1,0
203.0,183.9,210.9,101.5,60.5,36.2,1.1,0,1,1,1,1,0,0,1
199.9,202.4,186.8,29.4,65.4,31.8,1.1,0,0,1,0,1,0,0,0
190.3,205.4,219.5,17.6,58.3,13.9,1.6,0,0,1,0,1,1,0,1
207.5,208.0,207.6,45.7,53.0,34.9,2.1,0,0,0,0,1,0,1,1
217.9,197.9,196.6,105.5,44.2,14.7,3.6,1,0,0,1,0,1,1,0
187.8,209.1,211.9,13.5,10.7,40.0,2.1,1,0,1,0,1,0,1,0
191.1,182.8,219.5,111.1,34.3,58.7,2.8,0,1,1,1,0,1,1,0
204.2,192.4,197.2,80.7,52.3,57.3,2.7,0,0,0,0,1,1,1,0
205.8,192.4,205.3,44.5,12.8,55.7,5.0,0,0,0,0,1,1,1,0
188.9,185.8,186.2,86.8,56.1,19.3,2.6,1,1,1,0,1,1,1,1
197.7,180.7,217.8,69.3,16.3,24.1,0.9,0,1,1,0,1,0,0,0
188.9,189.5,191.2,99.7,15.4,36.4,3.6,1,1,0,0,1,0,1,0
209.1,218.0,180.4,107.3,55.5,68.8,0.1,0,1,1,1,1,1,0,1
201.5,188.7,208.3,55.9,25.3,54.5,4.2,0,1,0,0,0,1,1,1
186.9,206.7,207.1,22.8,42.1,43.1,1.9,1,0,0,0,0,0,0,0
205.0,193.5,181.2,90.1,16.6,57.3,1.9,0,0,1,0,1,1,0,1
200.2,182.3,183.8,21.4,15.3,11.1,4.4,0,1,1,0,1,1,1,0
208.5,208.0,188.2,104.0,7.3,64.5,2.1,0,0,1,1,1,1,1,1
206.9,191.9,197.0,84.0,26.3,61.0,0.4,0,0,0,0,0,1,0,0
204.4,209.6,202.0,35.2,65.0,48.2,4.1,0,0,0,0,1,0,1,0
206.8,209.0,200.2,50.7,12.2,43.0,3.3,0,0,0,0,1,0,1,1
189.6,211.4,184.1,111.0,8.8,64.3,2.0,1,1,1,1,1,1,0,0
218.5,206.6,216.2,114.1,62.7,21.0,2.9,1,0,1,1,1,0,1,1
185.3,182.8,204.4,65.7,55.9,30.1,1.6,1,1,0,0,1,0,0,0
207.3,192.0,204.9,50.2,52.9,21.1,2.3,0,0,0,0,1,0,1,0
186.4,186.8,182.2,84.5,29.4,55.3,4.1,1,1,1,0,0,1,1,0
198.4,200.3,182.2,80.1,37.4,58.3,3.4,0,0,1,0,0,1,1,1
198.5,181.9,194.8,76.5,35.7,18.3,3.3,0,1,0,0,0,1,1,0
215.1,210.2,204.7,20.1,55.2,61.5,3.3,1,1,0,0,1,1,1,1
219.1,196.3,215.7,2.3,13.5,12.1,0.4,1,0,1,1,1,1,0,1
196.9,212.9,203.7,115.7,50.6,22.1,2.0,0,1,0,1,1,0,0,1
214.7,212.3,216.7,15.2,64.9,54.6,1.2,1,1,1,0,1,1,0,0
195.6,212.5,194.5,26.0,11.3,46.4,0.7,0,1,0,0,1,0,0,0
208.7,213.4,216.5,0.6,53.2,33.6,4.7,0,1,1,1,1,0,1,0
196.3,197.4,207.2,18.2,16.7,43.9,1.0,0,0,0,0,1,0,0,1
188.6,204.2,195.7,38.4,67.0,37.9,1.0,1,0,0,0,1,0,0,1
189.2,203.5,202.1,35.1,61.9,54.8,2.0,1,0,0,0,1,1,0,0
196.6,183.0,206.3,100.6,52.1,44.9,4.2,0,1,0,1,1,0,1,0
208.3,200.1,220.0,13.4,9.9,37.9,2.5,0,0,1,0,1,0,1,0
198.2,211.5,186.6,99.9,20.3,49.9,3.0,0,1,1,0,0,0,1,1
203.1,218.9,206.0,106.2,66.8,63.5,2.0,0,1,0,1,1,1,0,0
216.5,214.2,189.7,117.7,19.6,33.8,3.7,1,1,1,1,1,0,1,0
212.3,191.2,217.2,48.0,8.5,29.2,4.7,1,0,1,0,1,0,1,0
218.2,216.1,195.8,5.6,10.9,29.1,2.0,1,1,0,1,1,0,0,0
187.9,219.3,183.5,17.2,53.3,52.7,2.3,1,1,1,0,1,1,1,0
183.5,210.0,212.4,107.5,62.9,14.3,0.9,1,0,1,1,1,1,0,1
202.4,191.1,207.4,21.0,10.8,27.4,2.6,0,0,0,0,1,0,1,1
205.4,180.2,211.0,3.9,18.7,47.3,4.9,0,1,1,1,1,0,1,1
215.5,212.6,191.7,108.7,6.8,58.1,1.4,1,1,0,1,1,1,0,0
185.2,210.4,181.7,48.2,62.7,41.6,4.4,1,1,1,0,1,0,1,0
216.1,204.9,212.8,10.5,11.3,64.2,0.3,1,0,1,0,1,1,0,1
213.9,215.5,203.9,94.3,50.9,52.0,1.1,1,1,0,0,1,1,0,0
185.5,205.6,197.1,71.9,20.4,44.7,3.5,1,0,0,0,0,0,1,1
193.7,220.0,189.6,0.7,55.4,36.6,0.6,0,1,1,1,1,0,0,1
190.3,204.3,197.7,16.8,39.4,20.4,4.7,0,0,0,0,0,0,1,0
189.2,202.3,212.2,4.8,22.4,59.1,1.6,1,0,1,1,0,1,0,1
190.6,192.7,191.2,107.2,39.5,21.8,4.2,0,0,0,1,0,0,1,0
182.2,200.6,198.7,39.7,35.5,14.9,1.9,1,0,0,0,0,1,0,0
214.6,197.8,207.0,37.2,60.7,32.9,0.5,1,0,0,0,1,0,0,0
196.2,196.2,210.8,0.7,65.3,61.1,3.3,0,0,1,1,1,1,1,0
186.5,212.0,203.6,86.4,52.7,62.6,4.9,1,1,0,0,1,1,1,0
191.4,212.0,187.7,44.5,39.2,29.2,1.6,0,1,1,0,0,0,0,1
184.0,212.5,192.6,4.3,16.9,60.7,2.0,1,1,0,1,1,1,0,0
217.1,200.9,212.3,36.6,10.3,66.6,2.7,1,0,1,0,1,1,1,0
219.3,191.7,181.0,15.6,45.5,62.4,3.6,1,0,1,0,0,1,1,0
190.7,189.0,207.2,99.3,29.7,16.2,1.0,0,1,0,0,0,1,0,0
217.9,183.5,218.6,86.9,25.1,55.5,2.5,1,1,1,0,0,1,1,1
182.2,195.5,189.1,6.1,18.5,62.9,4.5,1,0,1,1,1,1,1,0
217.6,193.4,212.3,65.3,61.8,32.2,1.9,1,0,1,0,1,0,0,1
197.7,186.9,209.9,18.3,69.5,15.6,1.2,0,1,0,0,1,1,0,0
219.3,183.2,188.2,105.5,8.0,38.4,2.4,1,1,1,1,1,0,1,1
201.3,215.9,182.7,58.5,7.9,50.8,2.5,0,1,1,0,1,1,1,0
203.4,204.9,219.2,48.0,42.9,19.1,3.5,0,0,1,0,0,1,1,1
181.5,202.6,182.8,28.8,37.9,62.7,3.9,1,0,1,0,0,1,1,1
185.8,199.2,181.5,12.6,6.7,47.7,2.6,1,0,1,0,1,0,1,0
200.1,185.7,182.6,11.4,24.2,46.1,1.6,0,1,1,0,0,0,0,0
183.7,209.9,208.9,73.2,59.2,32.1,0.4,1,0,0,0,1,0,0,0
213.0,197.7,189.4,109.5,68.8,25.7,4.5,1,0,1,1,1,0,1,1
188.6,187.6,206.0,39.0,15.4,41.7,3.1,1,1,0,0,1,0,1,0
205.2,182.7,213.7,86.0,29.3,51.2,0.7,0,1,1,0,0,1,0,1
218.5,213.5,219.8,22.3,19.7,11.2,2.6,1,1,1,0,1,1,1,1
216.2,200.2,187.0,38.6,47.7,10.1,2.1,1,0,1,0,0,1,1,1
209.5,201.2,186.1,110.7,11.1,53.6,2.0,0,0,1,1,1,1,0,1
213.4,181.3,200.1,27.2,41.8,13.5,4.9,1,1,0,0,0,1,1,1
214.2,181.5,215.9,114.3,48.7,10.1,2.3,1,1,1,1,0,1,1,0
194.3,217.1,199.0,68.9,7.9,65.8,4.6,0,1,0,0,1,1,1,1
199.6,180.7,187.1,4.8,63.9,58.1,2.0,0,1,1,1,1,1,0,1
203.5,200.1,181.7,78.0,36.4,31.9,1.1,0,0,1,0,0,0,0,0
212.2,212.4,180.7,94.7,35.5,35.7,2.5,1,1,1,0,0,0,1,1
201.9,194.4,181.1,11.9,14.2,67.1,1.3,0,0,1,0,1,1,0,0
215.9,180.2,202.1,29.7,45.2,49.3,0.2,1,1,0,0,0,0,0,1
217.6,211.4,212.7,81.8,57.4,51.0,3.1,1,1,1,0,1,1,1,1
183.1,200.3,183.0,86.7,16.8,33.8,4.4,1,0,1,0,1,0,1,0
201.9,197.8,213.7,69.0,53.8,54.3,1.1,0,0,1,0,1,1,0,1
183.7,190.2,197.4,28.9,59.1,29.9,1.0,1,0,0,0,1,0,0,1
204.8,218.2,196.6,117.1,45.0,52.4,1.7,0,1,0,1,0,1,0,1
200.3,186.8,196.8,75.0,47.4,41.8,4.0,0,1,0,0,0,0,1,0
206.0,201.8,202.0,38.7,6.1,16.7,0.6,0,0,0,0,1,1,0,0
182.0,201.7,208.9,66.3,59.2,54.6,2.8,1,0,0,0,1,1,1,0
205.6,208.4,211.9,27.1,18.7,14.0,3.4,0,0,1,0,1,1,1,1
208.0,218.3,190.1,14.6,60.5,12.7,4.9,0,1,0,0,1,1,1,1
185.7,202.5,199.0,69.9,60.0,11.6,3.3,1,0,0,0,1,1,1,0
181.8,218.1,188.9,115.7,61.6,59.9,2.7,1,1,1,1,1,1,1,1
205.3,184.6,183.8,71.3,44.2,16.9,3.9,0,1,1,0,0,1,1,1
190.2,202.3,214.4,24.3,19.1,15.9,1.6,0,0,1,0,1,1,0,1
202.3,192.5,181.0,55.7,38.7,19.9,2.3,0,0,1,0,0,1,1,1
187.0,191.2,194.4,17.1,23.3,46.1,1.7,1,0,0,0,0,0,0,0
203.9,205.6,190.5,81.0,34.6,39.7,4.0,0,0,0,0,0,0,1,1
181.9,183.6,214.3,46.6,38.8,42.5,1.4,1,1,1,0,0,0,0,1
219.3,193.3,191.7,99.5,29.5,15.5,1.4,1,0,0,0,0,1,0,1
204.8,181.8,186.1,79.6,36.6,59.3,4.8,0,1,1,0,0,1,1,1
193.0,185.6,198.3,95.4,47.6,38.6,3.9,0,1,0,0,0,0,1,1
212.0,202.2,199.0,16.7,60.5,32.8,1.9,1,0,0,0,1,0,0,1
196.0,204.8,211.1,84.3,48.5,36.0,2.2,0,0,1,0,0,0,1,1
206.1,199.8,197.5,110.4,49.6,11.3,3.9,0,0,0,1,0,1,1,0
185.4,199.1,218.4,23.3,24.5,68.2,1.3,1,0,1,0,0,1,0,1
196.2,212.3,199.2,35.0,67.4,44.2,4.3,0,1,0,0,1,0,1,1
181.1,190.2,197.1,64.3,16.8,27.1,2.3,1,0,0,0,1,0,1,0
208.2,182.1,205.2,118.2,13.7,17.3,4.7,0,1,0,1,1,1,1,0
181.6,193.0,183.4,90.7,50.9,27.7,4.4,1,0,1,0,1,0,1,0
197.3,213.5,219.5,24.6,42.4,11.6,0.9,0,1,1,0,0,1,0,0
200.8,192.5,212.9,69.3,38.8,17.9,3.0,0,0,1,0,0,1,1,0
212.9,180.3,212.0,30.7,59.7,65.0,3.7,1,1,1,0,1,1,1,1
183.4,201.3,185.6,107.6,68.5,41.6,0.7,1,0,1,1,1,0,0,0
193.9,181.5,217.2,94.0,46.6,43.9,3.2,0,1,1,0,0,0,1,0
185.4,185.1,201.8,2.7,29.9,15.6,3.9,1,1,0,1,0,1,1,0
201.8,184.5,189.8,114.4,61.4,64.1,3.4,0,1,1,1,1,1,1,1
187.5,188.1,197.9,98.3,62.1,14.5,2.3,1,1,0,0,1,1,1,1
207.0,191.2,213.7,18.5,36.3,31.2,2.2,0,0,1,0,0,0,1,1
212.2,210.1,189.0,57.8,46.2,16.7,1.8,1,1,1,0,0,1,0,0
215.3,189.3,210.7,63.2,39.7,46.2,1.9,1,1,1,0,0,0,0,0
193.2,216.0,193.9,10.4,12.9,46.4,2.8,0,1,0,0,1,0,1,1
211.7,183.5,210.2,4.0,54.5,64.4,1.4,1,1,1,1,1,1,0,0
193.5,186.8,193.6,94.8,57.5,11.6,4.2,0,1,0,0,1,1,1,0
199.0,188.4,219.1,28.6,65.3,66.4,3.3,0,1,1,0,1,1,1,0
195.9,209.4,208.2,96.1,58.3,67.2,0.7,0,0,0,0,1,1,0,0
212.6,202.9,210.8,23.6,44.5,40.8,2.5,1,0,1,0,0,0,1,0
199.0,204.6,182.7,73.1,11.4,28.8,0.5,0,0,1,0,1,0,0,0
219.8,209.8,184.4,13.5,27.7,62.8,1.2,1,0,1,0,0,1,0,1
191.4,197.5,201.5,108.8,57.1,58.0,0.5,0,0,0,1,1,1,0,1
185.8,194.7,185.8,80.6,17.1,60.8,1.1,1,0,1,0,1,1,0,0
197.4,203.6,195.2,66.8,58.3,13.4,3.6,0,0,0,0,1,1,1,0
217.3,209.4,196.3,20.5,64.0,17.0,3.2,1,0,0,0,1,1,1,0
189.5,185.8,216.0,15.3,45.6,59.0,0.2,1,1,1,0,0,1,0,1
181.3,196.9,205.6,69.2,44.3,12.9,2.6,1,0,0,0,0,1,1,0
192.0,182.4,212.2,57.4,66.3,49.6,0.2,0,1,1,0,1,0,0,0
209.2,213.0,185.3,87.3,68.6,10.8,4.5,0,1,1,0,1,1,1,1
206.1,206.6,212.5,113.8,5.0,10.8,1.5,0,0,1,1,1,1,0,0
215.1,183.5,197.1,37.7,5.3,41.1,0.3,1,1,0,0,1,0,0,0
217.0,202.4,199.5,9.2,20.0,49.5,1.1,1,0,0,1,0,0,0,0
182.0,198.7,195.7,115.5,8.4,17.6,1.7,1,0,0,1,1,1,0,0
193.8,185.0,214.7,105.4,54.7,34.5,0.5,0,1,1,1,1,0,0,1
181.7,198.6,218.4,66.6,13.0,65.0,2.3,1,0,1,0,1,1,1,1
214.8,201.7,216.1,78.3,33.3,26.4,2.3,1,0,1,0,0,0,1,0
197.1,207.1,217.4,87.6,6.3,68.9,3.0,0,0,1,0,1,1,1,0
185.6,195.5,182.5,28.3,14.0,39.8,4.5,1,0,1,0,1,0,1,0
182.6,199.0,183.6,11.8,23.5,16.0,3.0,1,0,1,0,0,1,1,1
191.7,219.2,188.8,84.3,33.7,38.4,1.8,0,1,1,0,0,0,0,1
206.6,194.2,191.7,18.5,49.6,49.8,1.5,0,0,0,0,0,0,0,0
196.3,183.8,209.4,4.4,19.4,14.2,2.0,0,1,0,1,1,1,0,1
203.4,193.0,210.0,67.6,58.3,67.8,1.7,0,0,0,0,1,1,0,1
207.9,197.2,201.0,14.7,5.3,65.9,3.3,0,0,0,0,1,1,1,0
215.0,194.1,187.4,34.3,39.6,18.3,2.2,1,0,1,0,0,1,1,1
188.4,204.5,213.4,46.2,64.4,33.3,4.5,1,0,1,0,1,0,1,1
180.7,198.3,194.3,99.8,24.7,55.6,0.9,1,0,0,0,0,1,0,1
201.8,211.4,219.3,2.7,13.4,70.0,4.4,0,1,1,1,1,1,1,0
197.5,207.9,213.0,0.9,10.6,60.9,3.2,0,0,1,1,1,1,1,1
216.1,180.9,195.7,22.6,66.7,48.5,3.9,1,1,0,0,1,0,1,1
213.2,205.1,188.0,30.8,47.5,51.8,2.3,1,0,1,0,0,1,1,0
191.7,180.9,191.1,51.0,37.7,67.4,2.8,0,1,0,0,0,1,1,0
184.3,213.8,180.9,10.3,35.3,17.1,4.1,1,1,1,0,0,1,1,0
206.3,200.7,213.3,2.6,36.6,28.7,1.0,0,0,1,1,0,0,0,0
196.3,201.4,194.3,22.6,16.4,64.5,2.9,0,0,0,0,1,1,1,0
182.7,204.7,212.4,101.4,28.5,28.6,0.5,1,0,1,1,0,0,0,1
195.7,180.6,196.9,49.5,42.1,59.8,4.7,0,1,0,0,0,1,1,1
196.1,206.7,182.3,38.8,51.7,14.1,1.4,0,0,1,0,1,1,0,1
